Frequency,Recency,AOV,prediction,model
-0.1509131373663446,-2.9796775913082385e-05,-0.14454879895220807,6.546893811734805,Gradient Boosting
1.350596007464776,0.0001019261905901292,0.040447592910264785,8.233531071394896,Gradient Boosting
-0.5936036067567869,-2.979677591330443e-05,0.7616896949816467,7.010441836278191,Gradient Boosting
-0.6152299312443543,-0.00047052811967152053,-0.9380322724549353,5.288652813010291,Gradient Boosting
-1.2488119783778564,-0.0010476504866767655,0.13501073611170278,5.727536652076421,Gradient Boosting
-0.5749848822431205,-2.979677591330443e-05,0.2750417845103401,6.542412650320564,Gradient Boosting
1.7647212564916144,0.00016151974241629397,-0.01389529721642968,8.593373023846839,Gradient Boosting
0.13414299678747854,-0.0004705281196719646,0.1366243987857807,7.112682412282829,Gradient Boosting
-1.2480635980613743,-0.00047052811967218666,0.9973775889002447,6.591229007548435,Gradient Boosting
-0.14679587921089388,-0.0004705281196712985,-0.24704089124298378,6.448078246255701,Gradient Boosting
0.9179988707716342,0.00010192619058990715,-0.42415683423463957,7.336329507556852,Gradient Boosting
-0.5654129929203462,-2.979677591330443e-05,-0.24864149970339566,6.028301255429601,Gradient Boosting
-1.3230607471505889,-0.00814732550320807,-1.846470444162486,3.6647070280129688,Gradient Boosting
-1.2500895251435917,-2.9796775913526474e-05,1.0661361778934462,6.658402400803184,Gradient Boosting
-1.2643209223185914,-0.0032869409172280317,-0.69609554958234,4.878682132011101,Gradient Boosting
-1.2588853965574818,-2.9796775913082385e-05,-0.3037206867959408,5.279749664699911,Gradient Boosting
-1.250433421393935,-2.9796775913526474e-05,1.2517185708931222,6.843640897552538,Gradient Boosting
0.904244712917297,0.00010192619058990715,0.9409208926014223,8.68765307653854,Gradient Boosting
-0.17111460553562496,-2.9796775913082385e-05,0.029288995718122157,6.700530138235832,Gradient Boosting
-0.5751462250827344,-0.0004705281196719646,-0.6415020467412869,5.625266744885562,Gradient Boosting
0.11748843693233813,-0.0004705281196719646,0.177851776167405,7.137255229809339,Gradient Boosting
0.33752848183283746,0.00031161987159622484,-0.7485940454973714,6.431631601036315,Gradient Boosting
-1.2581991318644774,-0.0004705281196717426,-0.14484778962043254,5.438868095224665,Gradient Boosting
-1.2673153758561706,-2.9796775913082385e-05,-0.8748669838002314,4.700173388396948,Gradient Boosting
0.4844874654655178,0.00010192619058990715,-0.0971038062688252,7.22987113021653,Gradient Boosting
0.09624905076156098,-2.979677591330443e-05,-0.5067348988158833,6.431869899999027,Gradient Boosting
0.12734421504875648,-0.0004705281196719646,-0.39081765814061,6.578441573617713,Gradient Boosting
0.5519833857944902,0.00010192619058990715,0.42772230744098416,7.822193164255324,Gradient Boosting
0.9522719443852588,0.0009702347041118387,-0.7527185726970032,7.042909151221631,Gradient Boosting
-1.2465736912922654,-2.9796775913082385e-05,0.36266150179701384,5.958443558558086,Gradient Boosting
-0.5586666604795187,-2.979677591330443e-05,0.975503870061436,7.259192957635246,Gradient Boosting
-1.2596706016854022,-0.00047052811967218666,-1.3251581733396058,4.257086241684563,Gradient Boosting
-0.15682583616925738,-0.0004705281196712985,0.82939985610134,7.514489036641668,Gradient Boosting
0.10532119294240294,-0.0004705281196719646,0.6106658804039968,7.557902090055962,Gradient Boosting
-0.578130567792337,-2.979677591330443e-05,0.14109284628687435,6.4053180265478655,Gradient Boosting
-1.2590594074229116,-0.0004705281196717426,0.42362229101778826,6.006477900304461,Gradient Boosting
0.11394036114884676,-0.00047052811967152053,0.05670267666302298,7.012558054521442,Gradient Boosting
0.1305482650143559,-0.0004705281196719646,0.15061332908600011,7.12307661080994,Gradient Boosting
-1.2515053951877264,-0.0004705281196717426,-1.0594774492473908,4.530932172274474,Gradient Boosting
-0.17758342732489973,2.9796775913082385e-05,-0.8344416929016052,5.830390221378664,Gradient Boosting
0.939199066195489,0.0006288180566018653,-0.5892611332938933,7.192952295787452,Gradient Boosting
0.8253005137959126,0.0001019261905896851,-0.21137484415955798,7.456413140656197,Gradient Boosting
-0.5806851745210562,-2.979677591330443e-05,0.20144927672074897,6.463119850253034,Gradient Boosting
-0.16437081761724093,0.0004268477683309069,-1.648161573517016,5.03028000146333,Gradient Boosting
1.0476777034252023,0.000161519742416516,0.04893665740368647,7.939161425400553,Gradient Boosting
-1.2650122402391095,-0.00047052811967218666,-1.2459326831537205,4.3309700933167505,Gradient Boosting
-1.250023936160087,-2.979677591330443e-05,0.3097969326864065,5.902128744579659,Gradient Boosting
-0.5872116839388539,-0.0004705281196719646,0.39659212900259977,6.6512954617733415,Gradient Boosting
0.38288403480504307,2.979677591286034e-05,0.43671113722216126,7.662010513632375,Gradient Boosting
2.0903406359777548,0.00016151974241562783,0.4353985621555245,9.368286262704958,Gradient Boosting
-0.6130538264088692,-2.979677591330443e-05,-0.9396949456518378,5.289606975992638,Gradient Boosting
0.48321408259622234,-0.00033880515316830895,-0.008752896227224971,7.316507926045067,Gradient Boosting
-1.2465736912922654,-2.9796775913082385e-05,0.36266150179701384,5.958443558558086,Gradient Boosting
-0.6009510122358743,-0.0004705281196719646,0.5253173061855259,6.76628131065924,Gradient Boosting
-0.5835010941387138,-0.0004705281196719646,0.4962380837696725,6.754652006340537,Gradient Boosting
1.350239203798346,0.00016151974241629397,-0.28511797661278293,7.9076682917572345,Gradient Boosting
1.3770850560770858,0.00010192619058990715,-0.17506126493183194,8.044511262165114,Gradient Boosting
0.6799257259100049,0.00010192619058990715,0.4523108313147741,7.974724028244616,Gradient Boosting
0.7183264344784497,0.0001880867128432051,-0.6504862803823934,6.9104137856381485,Gradient Boosting
0.4951696932837999,-0.00033880515316875304,-0.4327801838804768,6.904436249079414,Gradient Boosting
-1.2425502334872065,-0.0010476504866765435,-0.04360442079123006,5.555183240064142,Gradient Boosting
-1.2598768721020916,-0.00047052811967218666,-1.1654736215498285,4.416564523057658,Gradient Boosting
-0.5752529946659375,2.979677591286034e-05,-0.7122330849791578,5.5549292619600745,Gradient Boosting
0.6942171869691829,0.00010192619058990715,0.48928989075798013,8.025994548747,Gradient Boosting
