Frequency,Recency,AOV,prediction,model
-0.1716470153355567,0.0009582399573082512,-0.15443723830627276,6.506436754912214,LightGBM
1.3819649481216174,-0.0010998321655097242,0.0647898153449023,8.277217746393937,LightGBM
-0.5511936959612512,-0.002629039882285724,0.8448270957546264,7.122567363248154,LightGBM
-0.5867397922449936,0.0008908777549368097,-0.9118167308521333,5.333897320127829,LightGBM
-1.2693349634762172,0.002903846202634668,0.14223864942440742,5.707370135715031,LightGBM
-0.5694092142766567,-0.002671229899315222,0.294978108358664,6.554460454567258,LightGBM
1.7726696502553296,-0.0034778284167987293,-0.033123894012469464,8.567630907402956,LightGBM
0.12307137507676998,6.0127176548121495e-05,0.13162205678800093,7.086316204853549,LightGBM
-1.2639074605748646,-2.923946779446851e-05,1.020813446647544,6.588439478951662,LightGBM
-0.18148521575649285,-8.666288847962278e-05,-0.24338576410917084,6.406605128641021,LightGBM
0.9101219139066689,0.0005482779335216037,-0.4230942669129035,7.31913878192055,LightGBM
-0.5719139989989026,0.0006224142590872361,-0.23645122174146307,6.023820264039861,LightGBM
-1.372372576821308,0.005146635708188114,-1.7098810111816964,3.7544561386227087,LightGBM
-1.2706402313219405,-0.0031450670513549993,1.1003212082145455,6.658098640899427,LightGBM
-1.2596376188415024,0.0010814764055021443,-0.6939702678381218,4.879036425104641,LightGBM
-1.266106666856681,-0.0001497047673456109,-0.2730274325267328,5.292279255429562,LightGBM
-1.2805948000194076,-0.0053476349916854815,1.2638674635563711,6.809487767606047,LightGBM
0.939124231556807,-0.0020582451715654313,1.0044480129796467,8.773076821419755,LightGBM
-0.1710365370710133,0.00024455988672343664,0.020798335036706705,6.6815689990875216,LightGBM
-0.5710416524124821,0.0014271965320403978,-0.6524558944467662,5.609492760914269,LightGBM
0.11226352113794746,0.00024790914309051,0.19243220700127495,7.136506293813526,LightGBM
0.35994069250993105,0.0009968935052893358,-0.7350611665515772,6.457439308357694,LightGBM
-1.27019941897865,0.0005440716720931959,-0.10414250946373613,5.45776521278672,LightGBM
-1.2703656523806286,-0.00019213898653106299,-0.8178063481530535,4.7431986979896665,LightGBM
0.5155791396909081,0.00020576204415192478,-0.05091137988687478,7.29643662512109,LightGBM
0.1038102765747999,-0.001022211094514205,-0.4335956530123258,6.500755217618948,LightGBM
0.10042893381001704,0.00026082744807354175,-0.404245735338136,6.528006831623615,LightGBM
0.5461332767463364,0.0001444658136824728,0.41920662605296455,7.797047135351657,LightGBM
0.9041394055868613,0.0033853526614439034,-0.8012090111920588,6.937878578919183,LightGBM
-1.2716833023578646,-0.002966219218324113,0.36831397950084466,5.925227065965521,LightGBM
-0.5837596014750307,-0.0005939331874287746,0.9518651680267612,7.1990745808309535,LightGBM
-1.2944077559949483,0.0044308735529557455,-1.2963197882356143,4.245266424328367,LightGBM
-0.19429197035004564,0.001356379507769816,0.8303231756018795,7.468950592793132,LightGBM
0.10937904082160003,0.0006186224724206113,0.6323755937356327,7.573936202210972,LightGBM
-0.5765129153030466,0.001103332437651261,0.1461753009077438,6.402328496386762,LightGBM
-1.2650020353599438,-0.0011067366139559454,0.4455034604215234,6.010957535533772,LightGBM
0.10729153696704997,0.0005128161402717524,0.05151018198492238,6.990877177639722,LightGBM
0.10935556541401638,-0.0002433751622265845,0.14895581693634086,7.089630653772195,LightGBM
-1.2565609281600019,-0.0014830998292927689,-1.0610087466929872,4.512510059249863,LightGBM
-0.19271899734148973,-0.004658716775893481,-0.8328164456924787,5.801368867194424,LightGBM
0.927157897491611,-0.0028646064429631224,-0.5942923271522704,7.16156382193906,LightGBM
0.8157279841383388,0.00028201978662764307,-0.17160368468817977,7.4759692071415955,LightGBM
-0.5743021114347903,-0.0023498420197392987,0.22160599813836598,6.476516835619019,LightGBM
-0.2720833401690379,0.0010779414873923088,-1.605803593006567,4.954753887111545,LightGBM
1.050994280340192,-0.002785208736113418,0.041658441350100474,7.921430392337499,LightGBM
-1.2747595635982225,-0.001895312427859608,-1.2046602949353473,4.350247917615767,LightGBM
-1.2615891324225004,-0.0017465722548240593,0.3192446316250516,5.887471536239613,LightGBM
-0.563720857724179,-0.0014665210447947176,0.43571396852619726,6.702089378265372,LightGBM
0.33048991167232317,0.022982067471639313,0.37354318984675955,7.558577941694307,LightGBM
2.1016658575047997,-0.001346821876904869,0.456985281933803,9.388867103254022,LightGBM
-0.5869778086374435,-0.0016345454970542051,-0.9105430265369341,5.332407585013848,LightGBM
0.5173997347996374,0.0014685236515106226,-0.009343847871623439,7.341087511024649,LightGBM
-1.2673073429493662,-0.0010969610770735017,0.3629327723061488,5.926091075576869,LightGBM
-0.5882227809403366,3.9732744107823235e-05,0.5648322479298622,6.80821204084841,LightGBM
-0.57277995893764,-0.00024233033212112787,0.5215085618994454,6.780049119895783,LightGBM
1.3892834951761779,-0.00312618619600471,-0.2469741645506656,7.970746136039075,LightGBM
1.418746981044219,0.002178695188995334,-0.1653687755601368,8.087119884979776,LightGBM
0.6729896661031899,0.0003091024227160233,0.4621388951208246,7.967000428750244,LightGBM
0.689647301674172,6.209080658663878e-05,-0.6649014995386097,6.856370784308339,LightGBM
0.5192666378886134,0.000915893605833844,-0.41386246724398007,6.93788296329852,LightGBM
-1.2653888948212306,0.0020778836942236013,-0.02204224458803765,5.546209353551006,LightGBM
-1.2748133947541147,-0.0030108665993066096,-1.176980443931434,4.376758383207284,LightGBM
-0.5758332688459268,0.04381760973716155,-0.7334184488826304,5.566129005574678,LightGBM
0.6879313525403404,0.0003473425939864683,0.49931688335413127,8.01915834346814,LightGBM
-0.5684232258617885,0.009411698801723106,0.6107251155264385,6.883276428428466,LightGBM
-1.2801416987223593,-0.0011811311689780269,1.623729099730117,7.173969028610935,LightGBM
0.9423088970946446,-0.0010665655869706826,-0.056601705309822135,7.7162035126261435,LightGBM
0.8016229019103003,-0.000238741894991108,0.15569022360474263,7.788637263322284,LightGBM
0.8204551065399346,-0.0016586704646397265,0.7797015953741903,8.430060879923415,LightGBM
-1.270017781240317,0.0014257407783861708,-0.09506438897503358,5.467906639791282,LightGBM
1.0252260002157982,6.058690649297205e-05,-0.2750002468901039,7.581849232431267,LightGBM
-0.6289581591621664,0.015944478400606386,-1.660102380953849,4.558446757313673,LightGBM
2.922107979887114,-0.004023544786414277,-0.37544013090563566,9.374207107609163,LightGBM
-1.4979336039682902,-0.0014839226808817329,-2.4758451133110793,2.8563003175502817,LightGBM
0.6778013874682665,-0.00046209402106796917,0.41623153034162896,7.9251335935866525,LightGBM
1.9244898248567552,0.011480227382489829,0.9119833096118691,9.679516467165296,LightGBM
0.5283227718647686,-0.002574543616246956,1.0282021568210984,8.38551317389404,LightGBM
